ITEM_CODE,DESCRIPTION,UNIT,QUANTITY,ACTUAL_UNIT_PRICE,ACTUAL_TOTAL,UNIT_PRICE_EST,ALTERNATE_USED,ABS_PCT_ERR,CONTRACT
706-06351,,,0.0,706.0,6351.0,,,,Bid-Tabs-8.6.25_8.13
706-11404,,,0.0,706.0,11404.0,,,,Bid-Tabs-8.6.25_8.13
706-11602,,,0.0,706.0,11602.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
715-05173,,,0.0,715.0,5173.0,,,,Bid-Tabs-8.6.25_8.13
720-45030,,,0.0,720.0,45030.0,,,,Bid-Tabs-8.6.25_8.13
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-8.6.25_8.13
801-03291,,,0.0,801.0,3291.0,,,,Bid-Tabs-8.6.25_8.13
801-06207,,,0.0,801.0,6207.0,,,,Bid-Tabs-8.6.25_8.13
801-06218,,,0.0,801.0,6218.0,,,,Bid-Tabs-8.6.25_8.13
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-8.6.25_8.13
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-8.6.25_8.13
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-8.6.25_8.13
801-07023,,,0.0,801.0,7023.0,,,,Bid-Tabs-8.6.25_8.13
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-8.6.25_8.13
801-08508,,,0.0,801.0,8508.0,,,,Bid-Tabs-8.6.25_8.13
801-12081,,,0.0,801.0,12081.0,,,,Bid-Tabs-8.6.25_8.13
801-12482,,,0.0,801.0,12482.0,,,,Bid-Tabs-8.6.25_8.13
801-12883,,,0.0,801.0,12883.0,,,,Bid-Tabs-8.6.25_8.13
802-05701,,,0.0,802.0,5701.0,,,,Bid-Tabs-8.6.25_8.13
802-07060,,,0.0,802.0,7060.0,,,,Bid-Tabs-8.6.25_8.13
805-02389,,,0.0,805.0,2389.0,,,,Bid-Tabs-8.6.25_8.13
805-06595,,,0.0,805.0,6595.0,,,,Bid-Tabs-8.6.25_8.13
805-78470,,,0.0,805.0,78470.0,,,,Bid-Tabs-8.6.25_8.13
805-78785,,,0.0,805.0,78785.0,,,,Bid-Tabs-8.6.25_8.13
805-78795,,,0.0,805.0,78795.0,,,,Bid-Tabs-8.6.25_8.13
808-06716,,,0.0,808.0,6716.0,,,,Bid-Tabs-8.6.25_8.13
808-10049,,,0.0,808.0,10049.0,,,,Bid-Tabs-8.6.25_8.13
808-10057,,,0.0,808.0,10057.0,,,,Bid-Tabs-8.6.25_8.13
808-12032,,,0.0,808.0,12032.0,2.0,False,0.9975247524752475,Bid-Tabs-8.6.25_8.13
808-75996,,,0.0,808.0,75996.0,,,,Bid-Tabs-8.6.25_8.13
808-75998,,,0.0,808.0,75998.0,,,,Bid-Tabs-8.6.25_8.13
809-05906,,,0.0,809.0,5906.0,,,,Bid-Tabs-8.6.25_8.13
105-06845,,,0.0,105.0,6845.0,12000.0,False,113.28571428571429,Bid-Tabs-8.6.25_8.13
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-8.6.25_8.13
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-8.6.25_8.13
109-08440,,,0.0,109.0,8440.0,,,,Bid-Tabs-8.6.25_8.13
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-8.6.25_8.13
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-8.6.25_8.13
109-08463,,,0.0,109.0,8463.0,,,,Bid-Tabs-8.6.25_8.13
109-09489,,,0.0,109.0,9489.0,,,,Bid-Tabs-8.6.25_8.13
109-11362,,,0.0,109.0,11362.0,,,,Bid-Tabs-8.6.25_8.13
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-8.6.25_8.13
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-8.6.25_8.13
202-02240,,,0.0,202.0,2240.0,,,,Bid-Tabs-8.6.25_8.13
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-8.6.25_8.13
203-02000,,,0.0,203.0,2000.0,70.0,False,0.6551724137931034,Bid-Tabs-8.6.25_8.13
203-08607,,,0.0,203.0,8607.0,,,,Bid-Tabs-8.6.25_8.13
203-08607,,,0.0,203.0,8607.0,,,,Bid-Tabs-8.6.25_8.13
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-8.6.25_8.13
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-8.6.25_8.13
207-09935,,,0.0,207.0,9935.0,52.0,False,0.748792270531401,Bid-Tabs-8.6.25_8.13
213-09269,,,0.0,213.0,9269.0,,,,Bid-Tabs-8.6.25_8.13
214-12239,,,0.0,214.0,12239.0,7.0,False,0.9672897196261683,Bid-Tabs-8.6.25_8.13
302-06464,,,0.0,302.0,6464.0,,,,Bid-Tabs-8.6.25_8.13
303-01180,,,0.0,303.0,1180.0,100.0,False,0.66996699669967,Bid-Tabs-8.6.25_8.13
306-08043,,,0.0,306.0,8043.0,,,,Bid-Tabs-8.6.25_8.13
401-10258,,,0.0,401.0,10258.0,,,,Bid-Tabs-8.6.25_8.13
401-10259,,,0.0,401.0,10259.0,,,,Bid-Tabs-8.6.25_8.13
406-05520,,,0.0,406.0,5520.0,,,,Bid-Tabs-8.6.25_8.13
408-07478,,,0.0,408.0,7478.0,,,,Bid-Tabs-8.6.25_8.13
503-12480,,,0.0,503.0,12480.0,,,,Bid-Tabs-8.6.25_8.13
507-08271,,,0.0,507.0,8271.0,,,,Bid-Tabs-8.6.25_8.13
601-01522,,,0.0,601.0,1522.0,,,,Bid-Tabs-8.6.25_8.13
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-8.6.25_8.13
601-06855,,,0.0,601.0,6855.0,,,,Bid-Tabs-8.6.25_8.13
601-12281,,,0.0,601.0,12281.0,,,,Bid-Tabs-8.6.25_8.13
601-12292,,,0.0,601.0,12292.0,,,,Bid-Tabs-8.6.25_8.13
601-94689,,,0.0,601.0,94689.0,,,,Bid-Tabs-8.6.25_8.13
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-8.6.25_8.13
616-93772,,,0.0,616.0,93772.0,,,,Bid-Tabs-8.6.25_8.13
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-8.6.25_8.13
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-8.6.25_8.13
628-12683,,,0.0,628.0,12683.0,,,,Bid-Tabs-8.6.25_8.13
703-06029,,,0.0,703.0,6029.0,,,,Bid-Tabs-8.6.25_8.13
703-97936,,,0.0,703.0,97936.0,,,,Bid-Tabs-8.6.25_8.13
704-51002,,,0.0,704.0,51002.0,,,,Bid-Tabs-8.6.25_8.13
706-11600,,,0.0,706.0,11600.0,,,,Bid-Tabs-8.6.25_8.13
706-11620,,,0.0,706.0,11620.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
710-09158,,,0.0,710.0,9158.0,,,,Bid-Tabs-8.6.25_8.13
722-01066,,,0.0,722.0,1066.0,,,,Bid-Tabs-8.6.25_8.13
722-12380,,,0.0,722.0,12380.0,,,,Bid-Tabs-8.6.25_8.13
722-12464,,,0.0,722.0,12464.0,,,,Bid-Tabs-8.6.25_8.13
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-8.6.25_8.13
722-51401,,,0.0,722.0,51401.0,,,,Bid-Tabs-8.6.25_8.13
722-51852,,,0.0,722.0,51852.0,,,,Bid-Tabs-8.6.25_8.13
722-51874,,,0.0,722.0,51874.0,,,,Bid-Tabs-8.6.25_8.13
724-12774,,,0.0,724.0,12774.0,,,,Bid-Tabs-8.6.25_8.13
727-90308,,,0.0,727.0,90308.0,,,,Bid-Tabs-8.6.25_8.13
727-90309,,,0.0,727.0,90309.0,,,,Bid-Tabs-8.6.25_8.13
727-93560,,,0.0,727.0,93560.0,,,,Bid-Tabs-8.6.25_8.13
738-12855,,,0.0,738.0,12855.0,,,,Bid-Tabs-8.6.25_8.13
738-12856,,,0.0,738.0,12856.0,,,,Bid-Tabs-8.6.25_8.13
801-06206,,,0.0,801.0,6206.0,,,,Bid-Tabs-8.6.25_8.13
801-06209,,,0.0,801.0,6209.0,,,,Bid-Tabs-8.6.25_8.13
801-06218,,,0.0,801.0,6218.0,,,,Bid-Tabs-8.6.25_8.13
801-06469,,,0.0,801.0,6469.0,,,,Bid-Tabs-8.6.25_8.13
801-06577,,,0.0,801.0,6577.0,,,,Bid-Tabs-8.6.25_8.13
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-8.6.25_8.13
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-8.6.25_8.13
801-06710,,,0.0,801.0,6710.0,,,,Bid-Tabs-8.6.25_8.13
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-8.6.25_8.13
801-07023,,,0.0,801.0,7023.0,,,,Bid-Tabs-8.6.25_8.13
801-07024,,,0.0,801.0,7024.0,,,,Bid-Tabs-8.6.25_8.13
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-8.6.25_8.13
801-08401,,,0.0,801.0,8401.0,,,,Bid-Tabs-8.6.25_8.13
801-08508,,,0.0,801.0,8508.0,,,,Bid-Tabs-8.6.25_8.13
801-11642,,,0.0,801.0,11642.0,,,,Bid-Tabs-8.6.25_8.13
801-12042,,,0.0,801.0,12042.0,,,,Bid-Tabs-8.6.25_8.13
801-12081,,,0.0,801.0,12081.0,,,,Bid-Tabs-8.6.25_8.13
801-12324,,,0.0,801.0,12324.0,,,,Bid-Tabs-8.6.25_8.13
801-12544,,,0.0,801.0,12544.0,,,,Bid-Tabs-8.6.25_8.13
801-12652,,,0.0,801.0,12652.0,,,,Bid-Tabs-8.6.25_8.13
801-12883,,,0.0,801.0,12883.0,,,,Bid-Tabs-8.6.25_8.13
807-06592,,,0.0,807.0,6592.0,,,,Bid-Tabs-8.6.25_8.13
808-06716,,,0.0,808.0,6716.0,,,,Bid-Tabs-8.6.25_8.13
808-10049,,,0.0,808.0,10049.0,,,,Bid-Tabs-8.6.25_8.13
808-10057,,,0.0,808.0,10057.0,,,,Bid-Tabs-8.6.25_8.13
808-12032,,,0.0,808.0,12032.0,2.0,False,0.9975247524752475,Bid-Tabs-8.6.25_8.13
808-12764,,,0.0,808.0,12764.0,,,,Bid-Tabs-8.6.25_8.13
808-12783,,,0.0,808.0,12783.0,,,,Bid-Tabs-8.6.25_8.13
808-75002,,,0.0,808.0,75002.0,,,,Bid-Tabs-8.6.25_8.13
808-75007,,,0.0,808.0,75007.0,,,,Bid-Tabs-8.6.25_8.13
808-75047,,,0.0,808.0,75047.0,,,,Bid-Tabs-8.6.25_8.13
808-75052,,,0.0,808.0,75052.0,,,,Bid-Tabs-8.6.25_8.13
808-75055,,,0.0,808.0,75055.0,,,,Bid-Tabs-8.6.25_8.13
808-75057,,,0.0,808.0,75057.0,,,,Bid-Tabs-8.6.25_8.13
808-75994,,,0.0,808.0,75994.0,,,,Bid-Tabs-8.6.25_8.13
808-75996,,,0.0,808.0,75996.0,,,,Bid-Tabs-8.6.25_8.13
722-51842,,,0.0,722.0,51842.0,,,,Bid-Tabs-8.6.25_8.13
722-01061,,,0.0,722.0,1061.0,,,,Bid-Tabs-8.6.25_8.13
105-06845,,,0.0,105.0,6845.0,12000.0,False,113.28571428571429,Bid-Tabs-8.6.25_8.13
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-8.6.25_8.13
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-8.6.25_8.13
109-08440,,,0.0,109.0,8440.0,,,,Bid-Tabs-8.6.25_8.13
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-8.6.25_8.13
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-8.6.25_8.13
109-08463,,,0.0,109.0,8463.0,,,,Bid-Tabs-8.6.25_8.13
109-09489,,,0.0,109.0,9489.0,,,,Bid-Tabs-8.6.25_8.13
109-11362,,,0.0,109.0,11362.0,,,,Bid-Tabs-8.6.25_8.13
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-8.6.25_8.13
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-8.6.25_8.13
202-02240,,,0.0,202.0,2240.0,,,,Bid-Tabs-8.6.25_8.13
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-8.6.25_8.13
203-02000,,,0.0,203.0,2000.0,70.0,False,0.6551724137931034,Bid-Tabs-8.6.25_8.13
203-08607,,,0.0,203.0,8607.0,,,,Bid-Tabs-8.6.25_8.13
203-08607,,,0.0,203.0,8607.0,,,,Bid-Tabs-8.6.25_8.13
205-12108,,,0.0,205.0,12108.0,1.0,False,0.9951219512195122,Bid-Tabs-8.6.25_8.13
205-12616,,,0.0,205.0,12616.0,8000.0,False,38.02439024390244,Bid-Tabs-8.6.25_8.13
207-09935,,,0.0,207.0,9935.0,52.0,False,0.748792270531401,Bid-Tabs-8.6.25_8.13
213-09269,,,0.0,213.0,9269.0,,,,Bid-Tabs-8.6.25_8.13
214-12239,,,0.0,214.0,12239.0,7.0,False,0.9672897196261683,Bid-Tabs-8.6.25_8.13
302-06464,,,0.0,302.0,6464.0,,,,Bid-Tabs-8.6.25_8.13
303-01180,,,0.0,303.0,1180.0,100.0,False,0.66996699669967,Bid-Tabs-8.6.25_8.13
306-08043,,,0.0,306.0,8043.0,,,,Bid-Tabs-8.6.25_8.13
401-10258,,,0.0,401.0,10258.0,,,,Bid-Tabs-8.6.25_8.13
401-10259,,,0.0,401.0,10259.0,,,,Bid-Tabs-8.6.25_8.13
406-05520,,,0.0,406.0,5520.0,,,,Bid-Tabs-8.6.25_8.13
408-07478,,,0.0,408.0,7478.0,,,,Bid-Tabs-8.6.25_8.13
503-12480,,,0.0,503.0,12480.0,,,,Bid-Tabs-8.6.25_8.13
507-08271,,,0.0,507.0,8271.0,,,,Bid-Tabs-8.6.25_8.13
601-01522,,,0.0,601.0,1522.0,,,,Bid-Tabs-8.6.25_8.13
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-8.6.25_8.13
601-06855,,,0.0,601.0,6855.0,,,,Bid-Tabs-8.6.25_8.13
601-12281,,,0.0,601.0,12281.0,,,,Bid-Tabs-8.6.25_8.13
601-12292,,,0.0,601.0,12292.0,,,,Bid-Tabs-8.6.25_8.13
601-94689,,,0.0,601.0,94689.0,,,,Bid-Tabs-8.6.25_8.13
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-8.6.25_8.13
616-93772,,,0.0,616.0,93772.0,,,,Bid-Tabs-8.6.25_8.13
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-8.6.25_8.13
621-06559,,,0.0,621.0,6559.0,3.0,False,0.9951690821256038,Bid-Tabs-8.6.25_8.13
628-12683,,,0.0,628.0,12683.0,,,,Bid-Tabs-8.6.25_8.13
703-06029,,,0.0,703.0,6029.0,,,,Bid-Tabs-8.6.25_8.13
703-97936,,,0.0,703.0,97936.0,,,,Bid-Tabs-8.6.25_8.13
704-51002,,,0.0,704.0,51002.0,,,,Bid-Tabs-8.6.25_8.13
706-11600,,,0.0,706.0,11600.0,,,,Bid-Tabs-8.6.25_8.13
706-11620,,,0.0,706.0,11620.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
710-09158,,,0.0,710.0,9158.0,,,,Bid-Tabs-8.6.25_8.13
722-01066,,,0.0,722.0,1066.0,,,,Bid-Tabs-8.6.25_8.13
722-12380,,,0.0,722.0,12380.0,,,,Bid-Tabs-8.6.25_8.13
722-12464,,,0.0,722.0,12464.0,,,,Bid-Tabs-8.6.25_8.13
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-8.6.25_8.13
722-51401,,,0.0,722.0,51401.0,,,,Bid-Tabs-8.6.25_8.13
722-51852,,,0.0,722.0,51852.0,,,,Bid-Tabs-8.6.25_8.13
722-51874,,,0.0,722.0,51874.0,,,,Bid-Tabs-8.6.25_8.13
724-12774,,,0.0,724.0,12774.0,,,,Bid-Tabs-8.6.25_8.13
727-90308,,,0.0,727.0,90308.0,,,,Bid-Tabs-8.6.25_8.13
727-90309,,,0.0,727.0,90309.0,,,,Bid-Tabs-8.6.25_8.13
727-93560,,,0.0,727.0,93560.0,,,,Bid-Tabs-8.6.25_8.13
738-12855,,,0.0,738.0,12855.0,,,,Bid-Tabs-8.6.25_8.13
738-12856,,,0.0,738.0,12856.0,,,,Bid-Tabs-8.6.25_8.13
801-06206,,,0.0,801.0,6206.0,,,,Bid-Tabs-8.6.25_8.13
801-06209,,,0.0,801.0,6209.0,,,,Bid-Tabs-8.6.25_8.13
801-06218,,,0.0,801.0,6218.0,,,,Bid-Tabs-8.6.25_8.13
801-06469,,,0.0,801.0,6469.0,,,,Bid-Tabs-8.6.25_8.13
801-06577,,,0.0,801.0,6577.0,,,,Bid-Tabs-8.6.25_8.13
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-8.6.25_8.13
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-8.6.25_8.13
801-06710,,,0.0,801.0,6710.0,,,,Bid-Tabs-8.6.25_8.13
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-8.6.25_8.13
801-07023,,,0.0,801.0,7023.0,,,,Bid-Tabs-8.6.25_8.13
801-07024,,,0.0,801.0,7024.0,,,,Bid-Tabs-8.6.25_8.13
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-8.6.25_8.13
801-08401,,,0.0,801.0,8401.0,,,,Bid-Tabs-8.6.25_8.13
801-08508,,,0.0,801.0,8508.0,,,,Bid-Tabs-8.6.25_8.13
801-11642,,,0.0,801.0,11642.0,,,,Bid-Tabs-8.6.25_8.13
801-12042,,,0.0,801.0,12042.0,,,,Bid-Tabs-8.6.25_8.13
801-12081,,,0.0,801.0,12081.0,,,,Bid-Tabs-8.6.25_8.13
801-12324,,,0.0,801.0,12324.0,,,,Bid-Tabs-8.6.25_8.13
801-12544,,,0.0,801.0,12544.0,,,,Bid-Tabs-8.6.25_8.13
801-12652,,,0.0,801.0,12652.0,,,,Bid-Tabs-8.6.25_8.13
801-12883,,,0.0,801.0,12883.0,,,,Bid-Tabs-8.6.25_8.13
807-06592,,,0.0,807.0,6592.0,,,,Bid-Tabs-8.6.25_8.13
808-06716,,,0.0,808.0,6716.0,,,,Bid-Tabs-8.6.25_8.13
808-10049,,,0.0,808.0,10049.0,,,,Bid-Tabs-8.6.25_8.13
808-10057,,,0.0,808.0,10057.0,,,,Bid-Tabs-8.6.25_8.13
808-12032,,,0.0,808.0,12032.0,2.0,False,0.9975247524752475,Bid-Tabs-8.6.25_8.13
808-12764,,,0.0,808.0,12764.0,,,,Bid-Tabs-8.6.25_8.13
808-12783,,,0.0,808.0,12783.0,,,,Bid-Tabs-8.6.25_8.13
808-75002,,,0.0,808.0,75002.0,,,,Bid-Tabs-8.6.25_8.13
808-75007,,,0.0,808.0,75007.0,,,,Bid-Tabs-8.6.25_8.13
808-75047,,,0.0,808.0,75047.0,,,,Bid-Tabs-8.6.25_8.13
808-75052,,,0.0,808.0,75052.0,,,,Bid-Tabs-8.6.25_8.13
808-75055,,,0.0,808.0,75055.0,,,,Bid-Tabs-8.6.25_8.13
808-75057,,,0.0,808.0,75057.0,,,,Bid-Tabs-8.6.25_8.13
808-75994,,,0.0,808.0,75994.0,,,,Bid-Tabs-8.6.25_8.13
808-75996,,,0.0,808.0,75996.0,,,,Bid-Tabs-8.6.25_8.13
722-51842,,,0.0,722.0,51842.0,,,,Bid-Tabs-8.6.25_8.13
722-01061,,,0.0,722.0,1061.0,,,,Bid-Tabs-8.6.25_8.13
105-06845,,,0.0,105.0,6845.0,12000.0,False,113.28571428571429,Bid-Tabs-8.6.25_8.13
109-08359,,,0.0,109.0,8359.0,,,,Bid-Tabs-8.6.25_8.13
109-08360,,,0.0,109.0,8360.0,,,,Bid-Tabs-8.6.25_8.13
109-08440,,,0.0,109.0,8440.0,,,,Bid-Tabs-8.6.25_8.13
109-08443,,,0.0,109.0,8443.0,,,,Bid-Tabs-8.6.25_8.13
109-08444,,,0.0,109.0,8444.0,,,,Bid-Tabs-8.6.25_8.13
109-08463,,,0.0,109.0,8463.0,,,,Bid-Tabs-8.6.25_8.13
109-09489,,,0.0,109.0,9489.0,,,,Bid-Tabs-8.6.25_8.13
110-01001,,,0.0,110.0,1001.0,32000.0,False,289.90909090909093,Bid-Tabs-8.6.25_8.13
201-52370,,,0.0,201.0,52370.0,17000.0,False,83.57711442786069,Bid-Tabs-8.6.25_8.13
202-02240,,,0.0,202.0,2240.0,,,,Bid-Tabs-8.6.25_8.13
202-02273,,,0.0,202.0,2273.0,,,,Bid-Tabs-8.6.25_8.13
202-02278,,,0.0,202.0,2278.0,,,,Bid-Tabs-8.6.25_8.13
202-02772,,,0.0,202.0,2772.0,,,,Bid-Tabs-8.6.25_8.13
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-8.6.25_8.13
202-51328,,,0.0,202.0,51328.0,,,,Bid-Tabs-8.6.25_8.13
203-02000,,,0.0,203.0,2000.0,70.0,False,0.6551724137931034,Bid-Tabs-8.6.25_8.13
207-08264,,,0.0,207.0,8264.0,38.0,False,0.8164251207729468,Bid-Tabs-8.6.25_8.13
207-09935,,,0.0,207.0,9935.0,52.0,False,0.748792270531401,Bid-Tabs-8.6.25_8.13
213-09269,,,0.0,213.0,9269.0,,,,Bid-Tabs-8.6.25_8.13
214-11796,,,0.0,214.0,11796.0,,,,Bid-Tabs-8.6.25_8.13
214-12239,,,0.0,214.0,12239.0,7.0,False,0.9672897196261683,Bid-Tabs-8.6.25_8.13
302-06464,,,0.0,302.0,6464.0,,,,Bid-Tabs-8.6.25_8.13
303-01180,,,0.0,303.0,1180.0,100.0,False,0.66996699669967,Bid-Tabs-8.6.25_8.13
304-12625,,,0.0,304.0,12625.0,,,,Bid-Tabs-8.6.25_8.13
306-08034,,,0.0,306.0,8034.0,10.0,False,0.9673202614379085,Bid-Tabs-8.6.25_8.13
401-10258,,,0.0,401.0,10258.0,,,,Bid-Tabs-8.6.25_8.13
401-10259,,,0.0,401.0,10259.0,,,,Bid-Tabs-8.6.25_8.13
406-05520,,,0.0,406.0,5520.0,,,,Bid-Tabs-8.6.25_8.13
601-02241,,,0.0,601.0,2241.0,,,,Bid-Tabs-8.6.25_8.13
601-06035,,,0.0,601.0,6035.0,,,,Bid-Tabs-8.6.25_8.13
601-12289,,,0.0,601.0,12289.0,,,,Bid-Tabs-8.6.25_8.13
601-12289,,,0.0,601.0,12289.0,,,,Bid-Tabs-8.6.25_8.13
601-12291,,,0.0,601.0,12291.0,,,,Bid-Tabs-8.6.25_8.13
601-12291,,,0.0,601.0,12291.0,,,,Bid-Tabs-8.6.25_8.13
602-06729,,,0.0,602.0,6729.0,,,,Bid-Tabs-8.6.25_8.13
605-06120,,,0.0,605.0,6120.0,,,,Bid-Tabs-8.6.25_8.13
605-06121,,,0.0,605.0,6121.0,,,,Bid-Tabs-8.6.25_8.13
605-06210,,,0.0,605.0,6210.0,,,,Bid-Tabs-8.6.25_8.13
609-06259,,,0.0,609.0,6259.0,,,,Bid-Tabs-8.6.25_8.13
616-93772,,,0.0,616.0,93772.0,,,,Bid-Tabs-8.6.25_8.13
621-01004,,,0.0,621.0,1004.0,520.0,False,0.16264090177133655,Bid-Tabs-8.6.25_8.13
621-06560,,,0.0,621.0,6560.0,,,,Bid-Tabs-8.6.25_8.13
628-09401,,,0.0,628.0,9401.0,,,,Bid-Tabs-8.6.25_8.13
702-51863,,,0.0,702.0,51863.0,,,,Bid-Tabs-8.6.25_8.13
702-90915,,,0.0,702.0,90915.0,,,,Bid-Tabs-8.6.25_8.13
703-06029,,,0.0,703.0,6029.0,,,,Bid-Tabs-8.6.25_8.13
703-97936,,,0.0,703.0,97936.0,,,,Bid-Tabs-8.6.25_8.13
704-51002,,,0.0,704.0,51002.0,,,,Bid-Tabs-8.6.25_8.13
706-11600,,,0.0,706.0,11600.0,,,,Bid-Tabs-8.6.25_8.13
706-11601,,,0.0,706.0,11601.0,,,,Bid-Tabs-8.6.25_8.13
706-11620,,,0.0,706.0,11620.0,,,,Bid-Tabs-8.6.25_8.13
706-11621,,,0.0,706.0,11621.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
709-51821,,,0.0,709.0,51821.0,,,,Bid-Tabs-8.6.25_8.13
710-09158,,,0.0,710.0,9158.0,,,,Bid-Tabs-8.6.25_8.13
710-09158,,,0.0,710.0,9158.0,,,,Bid-Tabs-8.6.25_8.13
720-44030,,,0.0,720.0,44030.0,,,,Bid-Tabs-8.6.25_8.13
720-44080,,,0.0,720.0,44080.0,,,,Bid-Tabs-8.6.25_8.13
722-01066,,,0.0,722.0,1066.0,,,,Bid-Tabs-8.6.25_8.13
722-12380,,,0.0,722.0,12380.0,,,,Bid-Tabs-8.6.25_8.13
722-12463,,,0.0,722.0,12463.0,,,,Bid-Tabs-8.6.25_8.13
722-12732,,,0.0,722.0,12732.0,,,,Bid-Tabs-8.6.25_8.13
722-12899,,,0.0,722.0,12899.0,,,,Bid-Tabs-8.6.25_8.13
722-51401,,,0.0,722.0,51401.0,,,,Bid-Tabs-8.6.25_8.13
724-03855,,,0.0,724.0,3855.0,,,,Bid-Tabs-8.6.25_8.13
724-12776,,,0.0,724.0,12776.0,,,,Bid-Tabs-8.6.25_8.13
727-90308,,,0.0,727.0,90308.0,,,,Bid-Tabs-8.6.25_8.13
727-90309,,,0.0,727.0,90309.0,,,,Bid-Tabs-8.6.25_8.13
727-93560,,,0.0,727.0,93560.0,,,,Bid-Tabs-8.6.25_8.13
727-93560,,,0.0,727.0,93560.0,,,,Bid-Tabs-8.6.25_8.13
801-01504,,,0.0,801.0,1504.0,,,,Bid-Tabs-8.6.25_8.13
801-06209,,,0.0,801.0,6209.0,,,,Bid-Tabs-8.6.25_8.13
801-06469,,,0.0,801.0,6469.0,,,,Bid-Tabs-8.6.25_8.13
801-06640,,,0.0,801.0,6640.0,210.0,False,0.7378277153558053,Bid-Tabs-8.6.25_8.13
801-06645,,,0.0,801.0,6645.0,,,,Bid-Tabs-8.6.25_8.13
801-06710,,,0.0,801.0,6710.0,,,,Bid-Tabs-8.6.25_8.13
801-06775,,,0.0,801.0,6775.0,40000.0,False,48.93757802746567,Bid-Tabs-8.6.25_8.13
801-07024,,,0.0,801.0,7024.0,,,,Bid-Tabs-8.6.25_8.13
801-07118,,,0.0,801.0,7118.0,16.0,False,0.9800249687890137,Bid-Tabs-8.6.25_8.13
